"ID","Forest","NonForest"
6188,79.11,1.88999999999999
6189,61.38,19.62
6190,69.3,11.7
6191,7.29,73.71
6593,21.24,59.76
6594,12.96,68.04
6595,3.96,77.04
6596,9,72
6659,0,81
6664,13.95,67.05
6750,25.92,55.08
6751,12.87,68.13
6755,38.97,42.03
6756,45.18,35.82
6757,50.49,30.51
6758,8.01,72.99
6761,19.53,61.47
6771,36.54,44.46
6772,60.48,20.52
6773,38.34,42.66
6774,36.45,44.55
6775,49.23,31.77
6776,65.52,15.48
6777,78.21,2.78999999999999
6778,79.47,1.53
6779,80.64,0.359999999999999
6780,80.37,0.63000000000001
6781,80.46,0.539999999999992
6782,80.1,0.899999999999991
6783,56.7,24.3
6784,48.33,32.67
6785,76.23,4.77000000000001
6786,79.47,1.53
6787,56.25,24.75
6788,51.12,29.88
6789,52.74,28.26
6790,56.7,24.3
6791,62.1,18.9
6792,80.91,0.0900000000000034
6793,80.91,0.0900000000000034
6794,79.02,1.97999999999999
6795,79.83,1.17
6796,79.11,1.89
6797,80.19,0.810000000000002
6798,80.01,0.989999999999995
6799,72.45,8.55
6800,17.46,63.54
6801,43.83,37.17
6802,62.01,18.99
6803,80.19,0.809999999999988
6804,80.19,0.810000000000002
6805,80.64,0.359999999999999
6806,79.2,1.79999999999998
6807,79.92,1.08
6808,78.75,2.25
6809,78.03,2.96999999999998
6810,79.38,1.62
6811,78.66,2.33999999999997
6812,79.56,1.44
6813,73.98,7.02
6814,0,81
7215,0.09,80.91
7216,26.64,54.36
7217,43.83,37.17
7218,41.67,39.33
7219,49.77,31.23
7225,4.41,76.59
7228,15.12,65.88
7229,9,72
7280,25.83,55.17
7281,10.08,70.92
7282,24.21,56.79
7283,6.3,74.7
7284,12.15,68.85
7285,3.96,77.04
7286,35.82,45.18
7287,15.93,65.07
7288,20.16,60.84
7371,53.37,27.63
7372,47.79,33.21
7373,51.3,29.7
7374,55.71,25.29
7375,60.84,20.16
7376,35.55,45.45
7377,31.14,49.86
7378,47.52,33.48
7379,65.97,15.03
7380,66.78,14.22
7381,35.82,45.18
7382,59.04,21.96
7383,62.46,18.54
7384,54.99,26.01
7385,9,72
7388,73.8,7.2
7389,33.84,47.16
7392,14.76,66.24
7393,43.47,37.53
7394,48.87,32.13
7395,48.78,32.22
7396,34.2,46.8
7397,30.87,50.13
7398,20.88,60.12
7399,14.4,66.6
7400,27.81,53.19
7401,45.36,35.64
7402,70.02,10.98
7403,78.75,2.25
7404,80.91,0.0900000000000034
7405,80.64,0.359999999999999
7406,80.28,0.719999999999999
7407,62.37,18.63
7408,61.65,19.35
7409,62.1,18.9
7410,66.96,14.04
7411,38.88,42.12
7412,69.48,11.52
7413,72.81,8.19
7414,80.28,0.719999999999999
7415,80.73,0.269999999999996
7416,80.37,0.629999999999995
7417,79.2,1.79999999999998
7418,79.11,1.88999999999999
7419,80.01,0.989999999999995
7420,70.2,10.8
7421,67.77,13.23
7422,27.45,53.55
7423,22.5,58.5
7424,57.51,23.49
7425,71.46,9.53999999999999
7426,80.46,0.539999999999992
7427,80.73,0.269999999999996
7428,79.47,1.52999999999999
7429,79.56,1.43999999999998
7430,80.01,0.989999999999995
7431,67.95,13.05
7432,79.02,1.98
7433,79.29,1.70999999999999
7434,79.92,1.08
7435,79.92,1.08
7436,5.76,75.24
7838,26.37,54.63
7839,55.71,25.29
7840,45.27,35.73
7841,62.73,18.27
7842,35.73,45.27
7845,0,81
7846,19.26,61.74
7847,47.43,33.57
7848,15.57,65.43
7849,30.15,50.85
7850,51.57,29.43
7851,17.28,63.72
7852,28.53,52.47
7853,8.19,72.81
7884,35.82,45.18
7885,32.04,48.96
7886,47.07,33.93
7887,74.16,6.84
7888,17.1,63.9
7894,0,81
7895,26.28,54.72
7899,24.21,56.79
7900,22.05,58.95
7901,8.91,72.09
7903,19.62,61.38
7904,41.94,39.06
7905,38.07,42.93
7906,11.43,69.57
7907,10.71,70.29
7908,4.05,76.95
7909,6.3,74.7
7910,15.48,65.52
7911,4.59,76.41
7912,4.59,76.41
7913,31.32,49.68
7914,9,72
7915,7.92,73.08
7992,35.55,45.45
7993,51.12,29.88
7994,45.99,35.01
7995,79.74,1.25999999999999
7996,60.75,20.25
7997,58.77,22.23
7998,56.52,24.48
7999,74.88,6.12
8000,78.21,2.79000000000001
8001,69.12,11.88
8002,68.94,12.06
8003,72.54,8.45999999999999
8004,66.96,14.04
8005,35.1,45.9
8006,65.88,15.12
8007,36.99,44.01
8008,70.02,10.98
8009,43.65,37.35
8010,58.68,22.32
8011,79.02,1.98000000000002
8012,71.1,9.90000000000001
8013,36.63,44.37
8014,31.59,49.41
8015,70.74,10.26
8016,46.08,34.92
8017,45.45,35.55
8018,39.69,41.31
8019,33.75,47.25
8020,23.31,57.69
8021,20.16,60.84
8022,14.22,66.78
8023,40.68,40.32
8024,44.64,36.36
8025,77.94,3.06
8026,79.83,1.17
8027,80.64,0.360000000000014
8028,80.91,0.0900000000000034
8029,80.82,0.180000000000007
8030,79.47,1.53
8031,79.83,1.17
8032,78.03,2.97
8033,65.61,15.39
8034,57.78,23.22
8035,62.91,18.09
8036,80.46,0.539999999999992
8037,76.14,4.86000000000001
8038,50.13,30.87
8039,73.8,7.2
8040,80.28,0.719999999999999
8041,80.46,0.539999999999992
8042,80.55,0.450000000000003
8043,80.37,0.629999999999995
8044,37.53,43.47
8045,36.36,44.64
8046,62.01,18.99
8047,79.92,1.08
8048,78.48,2.52
8049,80.1,0.900000000000006
8050,80.28,0.719999999999999
8051,80.46,0.539999999999992
8052,78.12,2.88
8053,79.83,1.17
8054,78.93,2.06999999999999
8055,79.92,1.08
8056,79.2,1.79999999999998
8057,78.48,2.52
8058,60.75,20.25
8059,0,81
8461,17.01,63.99
8462,29.7,51.3
8463,40.77,40.23
8464,33.93,47.07
8465,45.54,35.46
8466,11.43,69.57
8467,4.23,76.77
8468,0,81
8469,33.84,47.16
8470,43.92,37.08
8471,36.36,44.64
8472,43.83,37.17
8473,67.14,13.86
8474,18.27,62.73
8475,20.52,60.48
8476,10.35,70.65
8477,34.02,46.98
8507,8.82,72.18
8508,43.56,37.44
8509,49.95,31.05
8510,78.03,2.97000000000001
8511,17.19,63.81
8517,17.91,63.09
8518,26.28,54.72
8519,33.3,47.7
8520,23.85,57.15
8521,15.21,65.79
8522,46.62,34.38
8523,71.37,9.63000000000001
8524,28.44,52.56
8525,5.49,75.51
8526,6.39,74.61
8527,48.15,32.85
8528,44.91,36.09
8529,12.69,68.31
8530,17.55,63.45
8531,0,81
8532,0,81
8533,10.35,70.65
8534,27.36,53.64
8535,4.32,76.68
8536,1.35,79.65
8537,13.68,67.32
8538,0.54,80.46
8539,3.51,77.49
8540,15.66,65.34
8541,0,81
8612,8.82,72.18
8613,26.46,54.54
8614,67.32,13.68
8615,54.18,26.82
8616,39.15,41.85
8617,64.44,16.56
8618,58.95,22.05
8619,51.75,29.25
8620,35.19,45.81
8621,26.73,54.27
8622,66.6,14.4
8623,50.4,30.6
8624,65.88,15.12
8625,79.11,1.89
8626,42.39,38.61
8627,74.25,6.75
8628,46.35,34.65
8629,45.09,35.91
8630,18.27,62.73
8631,55.98,25.02
8632,68.04,12.96
8633,79.47,1.53000000000002
8634,79.2,1.8
8635,79.56,1.44
8636,79.02,1.97999999999999
8637,77.49,3.51000000000001
8638,64.26,16.74
8639,50.94,30.06
8640,41.58,39.42
8641,24.93,56.07
8642,50.49,30.51
8643,49.5,31.5
8644,39.78,41.22
8645,20.61,60.39
8646,65.88,15.12
8647,77.49,3.51000000000001
8648,79.83,1.16999999999999
8649,79.83,1.17
8650,80.55,0.450000000000003
8651,80.91,0.0900000000000034
8652,79.47,1.53
8653,68.49,12.51
8654,48.6,32.4
8655,17.37,63.63
8656,65.88,15.12
8657,67.59,13.41
8658,67.95,13.05
8659,80.28,0.719999999999999
8660,74.07,6.92999999999999
8661,48.6,32.4
8662,62.73,18.27
8663,72.81,8.19
8664,73.26,7.74000000000001
8665,44.64,36.36
8666,64.26,16.74
8667,47.7,33.3
8668,33.93,47.07
8669,53.46,27.54
8670,80.73,0.269999999999996
8671,77.94,3.06
8672,78.84,2.16
8673,80.1,0.899999999999991
8674,80.01,0.989999999999995
8675,80.1,0.900000000000006
8676,78.48,2.52000000000001
8677,79.38,1.61999999999999
8678,80.37,0.629999999999995
8679,79.47,1.53
8680,79.38,1.61999999999999
8681,31.77,49.23
8682,0,81
9085,30.42,50.58
9086,12.06,68.94
9089,0,81
9090,0.63,80.37
9091,4.59,76.41
9092,32.67,48.33
9093,47.34,33.66
9094,17.55,63.45
9095,66.24,14.76
9096,79.02,1.98
9097,22.14,58.86
9098,2.97,78.03
9099,0,81
9100,2.88,78.12
9131,17.55,63.45
9133,52.65,28.35
9135,17.37,63.63
9139,9,72
9140,17.91,63.09
9141,27,54
9142,58.14,22.86
9143,62.73,18.27
9144,38.43,42.57
9145,38.79,42.21
9146,67.05,13.95
9147,49.5,31.5
9148,19.62,61.38
9149,24.57,56.43
9150,53.19,27.81
9151,12.51,68.49
9152,6.84,74.16
9153,44.37,36.63
9154,0,81
9155,12.15,68.85
9156,0,81
9157,9,72
9158,8.73,72.27
9159,5.31,75.69
9160,33.84,47.16
9161,20.07,60.93
9162,1.89,79.11
9163,16.74,64.26
9164,12.6,68.4
9235,15.66,65.34
9236,51.93,29.07
9237,32.49,48.51
9238,65.61,15.39
9239,27.27,53.73
9240,70.2,10.8
9241,60.57,20.43
9242,48.78,32.22
9243,60.66,20.34
9244,29.52,51.48
9245,59.67,21.33
9246,75.6,5.40000000000001
9247,70.56,10.44
9248,39.42,41.58
9249,49.5,31.5
9250,72.09,8.91000000000001
9251,67.32,13.68
9252,34.47,46.53
9253,51.48,29.52
9254,27.9,53.1
9255,57.06,23.94
9256,79.74,1.26000000000001
9257,80.1,0.900000000000006
9258,79.92,1.08000000000001
9259,79.65,1.34999999999999
9260,79.47,1.53
9261,76.86,4.14
9262,64.8,16.2
9263,52.2,28.8
9264,31.05,49.95
9265,45.09,35.91
9266,19.89,61.11
9267,51.12,29.88
9268,67.23,13.77
9269,66.06,14.94
9270,77.58,3.42
9271,79.2,1.8
9272,80.46,0.540000000000006
9273,80.46,0.540000000000006
9274,80.82,0.180000000000007
9275,80.82,0.180000000000007
9276,61.92,19.08
9277,8.1,72.9
9278,20.7,60.3
9279,40.14,40.86
9280,63.9,17.1
9281,36.63,44.37
9282,80.01,0.989999999999995
9283,71.37,9.62999999999998
9284,71.28,9.72
9285,42.66,38.34
9286,42.66,38.34
9287,53.64,27.36
9288,79.74,1.26000000000001
9289,78.66,2.34
9290,65.61,15.39
9291,79.29,1.70999999999999
9292,79.92,1.07999999999998
9293,81,0
9294,80.82,0.180000000000007
9295,79.47,1.52999999999999
9296,79.83,1.17
9297,79.11,1.88999999999999
9298,79.47,1.52999999999999
9299,79.65,1.34999999999999
9300,78.39,2.60999999999999
9301,80.37,0.629999999999995
9302,68.67,12.33
9303,63.09,17.91
9304,33.93,47.07
9305,0,81
9712,31.68,49.32
9713,9,72
9714,22.68,58.32
9715,52.38,28.62
9716,67.5,13.5
9717,24.84,56.16
9718,42.93,38.07
9719,7.65,73.35
9720,7.11,73.89
9721,12.6,68.4
9722,2.52,78.48
9723,0,81
9724,13.14,67.86
9755,22.05,58.95
9756,34.83,46.17
9757,36.27,44.73
9758,77.85,3.14999999999999
9759,8.55,72.45
9760,34.29,46.71
9761,0,81
9762,52.2,28.8
9763,53.82,27.18
9764,73.8,7.2
9765,79.38,1.62
9766,80.01,0.990000000000009
9767,79.38,1.62
9768,49.68,31.32
9769,47.16,33.84
9770,23.94,57.06
9771,13.86,67.14
9772,42.66,38.34
9773,28.8,52.2
9774,66.24,14.76
9775,50.76,30.24
9777,15.21,65.79
9778,19.17,61.83
9779,35.91,45.09
9780,28.71,52.29
9781,17.82,63.18
9782,1.53,79.47
9783,22.41,58.59
9784,38.97,42.03
9785,9.27,71.73
9786,9.36,71.64
9787,4.68,76.32
9788,9.45,71.55
9791,7.38,73.62
9857,28.08,52.92
9858,47.16,33.84
9859,39.69,41.31
9860,61.11,19.89
9861,60.66,20.34
9862,70.11,10.89
9863,64.08,16.92
9864,55.08,25.92
9865,59.13,21.87
9866,69.12,11.88
9867,60.03,20.97
9868,36.09,44.91
9869,76.5,4.50000000000001
9870,48.06,32.94
9871,22.77,58.23
9872,42.75,38.25
9873,39.33,41.67
9874,56.16,24.84
9875,58.32,22.68
9876,51.48,29.52
9877,25.74,55.26
9878,67.14,13.86
9879,79.2,1.8
9880,80.19,0.810000000000002
9881,80.1,0.900000000000006
9882,79.83,1.17000000000002
9883,79.38,1.62
9884,79.38,1.62
9885,76.23,4.77000000000001
9886,78.75,2.25
9887,68.04,12.96
9888,41.58,39.42
9889,31.68,49.32
9890,28.89,52.11
9891,29.43,51.57
9892,33.75,47.25
9893,34.74,46.26
9894,72.63,8.36999999999999
9895,76.05,4.95
9896,80.64,0.360000000000014
9897,80.1,0.900000000000006
9898,80.19,0.810000000000002
9899,77.94,3.05999999999999
9900,39.42,41.58
9901,69.48,11.52
9902,28.71,52.29
9903,53.73,27.27
9904,75.42,5.57999999999998
9905,69.93,11.07
9906,36,45
9907,73.17,7.83
9908,80.46,0.539999999999992
9909,72.09,8.91
9910,79.56,1.44
9911,80.73,0.269999999999996
9912,45.9,35.1
9913,76.77,4.23
9914,80.19,0.809999999999988
9915,80.19,0.809999999999988
9916,81,0
9917,80.19,0.809999999999988
9918,80.55,0.450000000000003
9919,80.19,0.809999999999988
9920,78.39,2.61
9921,80.1,0.900000000000006
9922,77.76,3.23999999999999
9923,78.39,2.61
9924,74.88,6.11999999999999
9925,78.57,2.42999999999999
9926,80.1,0.900000000000006
9927,36.54,44.46
10326,18.72,62.28
10327,7.2,73.8
10332,0.9,80.1
10333,7.92,73.08
10334,36.18,44.82
10335,14.04,66.96
10336,21.24,59.76
10337,13.32,67.68
10338,16.56,64.44
10339,53.91,27.09
10340,38.16,42.84
10341,30.69,50.31
10342,41.58,39.42
10343,8.19,72.81
10344,16.65,64.35
10345,0.9,80.1
10346,7.11,73.89
10347,0,81
10348,3.69,77.31
10349,14.49,66.51
10350,5.67,75.33
10351,45.18,35.82
10352,9,72
10377,18,63
10378,64.89,16.11
10379,70.38,10.62
10380,78.84,2.16
10381,78.03,2.97
10382,58.23,22.77
10383,60.48,20.52
10384,61.2,19.8
10385,76.86,4.14
10386,78.48,2.52000000000001
10387,79.83,1.17000000000002
10388,80.46,0.540000000000006
10389,70.74,10.26
10390,79.38,1.62
10391,77.94,3.06
10392,67.05,13.95
10393,34.56,46.44
10394,30.51,50.49
10395,62.73,18.27
10396,38.52,42.48
10397,36.27,44.73
10398,22.05,58.95
10399,52.38,28.62
10400,22.59,58.41
10401,6.84,74.16
10402,0,81
10403,8.91,72.09
10404,22.68,58.32
10405,8.82,72.18
10406,41.22,39.78
10407,8.91,72.09
10408,35.46,45.54
10409,23.76,57.24
10410,11.61,69.39
10411,48.78,32.22
10412,24.3,56.7
10413,9,72
10414,12.78,68.22
10479,45.27,35.73
10480,41.31,39.69
10481,45.72,35.28
10482,50.58,30.42
10483,37.44,43.56
10484,44.28,36.72
10485,60.12,20.88
10486,66.51,14.49
10487,50.58,30.42
10488,70.11,10.89
10489,74.61,6.39
10490,58.5,22.5
10491,44.55,36.45
10492,71.01,9.98999999999999
10493,58.5,22.5
10494,43.65,37.35
10495,33.21,47.79
10496,66.6,14.4
10497,59.67,21.33
10498,75.69,5.31
10499,59.58,21.42
10500,42.39,38.61
10501,60.75,20.25
10502,79.2,1.80000000000001
10503,79.47,1.53
10504,80.1,0.900000000000006
10505,79.29,1.71000000000001
10506,79.56,1.44
10507,79.38,1.62
10508,79.02,1.98
10509,78.57,2.42999999999999
10510,75.33,5.67
10511,67.77,13.23
10512,66.6,14.4
10513,56.25,24.75
10514,55.62,25.38
10515,43.65,37.35
10516,50.58,30.42
10517,71.64,9.36
10518,75.42,5.58
10519,80.55,0.450000000000003
10520,80.19,0.810000000000002
10521,80.73,0.269999999999996
10522,76.86,4.14
10523,47.88,33.12
10524,65.52,15.48
10525,46.89,34.11
10526,10.71,70.29
10527,44.37,36.63
10528,54.45,26.55
10529,45,36
10530,78.21,2.79000000000001
10531,80.46,0.539999999999992
10532,76.95,4.05
10533,58.32,22.68
10534,71.28,9.72
10535,69.03,11.97
10536,71.19,9.81
10537,80.46,0.539999999999992
10538,80.37,0.629999999999995
10539,80.19,0.810000000000002
10540,79.83,1.16999999999999
10541,79.47,1.52999999999999
10542,80.1,0.899999999999991
10543,78.84,2.15999999999998
10544,79.29,1.70999999999999
10545,77.94,3.06
10546,79.47,1.52999999999999
10547,67.77,13.23
10548,76.23,4.77
10549,69.93,11.07
10550,16.38,64.62
10948,9,72
10949,14.76,66.24
10950,29.25,51.75
10951,56.61,24.39
10952,40.68,40.32
10953,21.78,59.22
10954,26.01,54.99
10955,51.12,29.88
10956,54.99,26.01
10957,24.03,56.97
10958,18,63
10959,27.99,53.01
10960,39.06,41.94
10961,51.93,29.07
10962,26.82,54.18
10963,17.1,63.9
10964,27.18,53.82
10965,34.2,46.8
10966,42.21,38.79
10967,17.91,63.09
10968,12.69,68.31
10969,15.21,65.79
10970,0,81
10971,10.62,70.38
10972,8.46,72.54
10973,2.52,78.48
10974,9,72
10975,11.97,69.03
10976,3.33,77.67
10997,6.84,74.16
10999,8.82,72.18
11000,47.88,33.12
11001,73.08,7.92000000000002
11002,76.77,4.23
11003,52.02,28.98
11004,79.2,1.80000000000001
11005,31.77,49.23
11006,55.26,25.74
11007,56.25,24.75
11008,57.06,23.94
11009,71.91,9.09
11010,79.65,1.35000000000001
11011,80.1,0.900000000000006
11012,80.1,0.900000000000006
11013,76.77,4.23
11014,79.92,1.08
11015,34.02,46.98
11016,30.33,50.67
11017,9.72,71.28
11018,59.67,21.33
11019,61.74,19.26
11020,33.93,47.07
11021,64.08,16.92
11022,26.64,54.36
11023,50.4,30.6
11024,26.28,54.72
11025,27.72,53.28
11026,44.64,36.36
11027,15.3,65.7
11028,35.37,45.63
11029,42.12,38.88
11030,24.84,56.16
11031,26.01,54.99
11032,17.55,63.45
11033,32.94,48.06
11034,61.65,19.35
11035,43.83,37.17
11036,13.23,67.77
11037,24.57,56.43
11102,63.81,17.19
11103,27.99,53.01
11104,53.46,27.54
11105,71.37,9.63000000000001
11106,49.32,31.68
11107,28.71,52.29
11108,31.77,49.23
11109,25.65,55.35
11110,38.88,42.12
11111,59.85,21.15
11112,61.02,19.98
11113,67.95,13.05
11114,45,36
11115,68.13,12.87
11116,76.5,4.50000000000001
11117,50.67,30.33
11118,49.86,31.14
11119,49.77,31.23
11120,49.86,31.14
11121,65.43,15.57
11122,67.14,13.86
11123,48.96,32.04
11124,76.77,4.23
11125,79.2,1.80000000000001
11126,79.83,1.17
11127,80.01,0.990000000000009
11128,79.47,1.53
11129,80.1,0.900000000000006
11130,79.38,1.62
11131,78.93,2.06999999999999
11132,78.93,2.06999999999999
11133,78.66,2.33999999999999
11134,77.94,3.06
11135,48.24,32.76
11136,51.21,29.79
11137,68.76,12.24
11138,60.75,20.25
11139,66.15,14.85
11140,75.78,5.22
11141,73.17,7.83
11142,75.06,5.94
11143,81,0
11144,80.82,0.180000000000007
11145,73.35,7.64999999999999
11146,61.2,19.8
11147,51.66,29.34
11148,34.65,46.35
11149,35.1,45.9
11150,24.12,56.88
11151,38.7,42.3
11152,63.99,17.01
11153,79.02,1.97999999999999
11154,72.9,8.09999999999999
11155,76.59,4.41
11156,75.42,5.58
11157,61.56,19.44
11158,28.71,52.29
11159,39.06,41.94
11160,66.51,14.49
11161,79.11,1.89
11162,80.19,0.809999999999988
11163,79.92,1.08
11164,79.56,1.43999999999998
11165,80.19,0.809999999999988
11166,78.75,2.24999999999999
11167,78.21,2.79000000000001
11168,75.6,5.39999999999999
11169,78.39,2.61
11170,77.85,3.15000000000001
11171,75.6,5.39999999999999
11172,79.92,1.08
11173,9.63,71.37
11571,30.06,50.94
11572,3.42,77.58
11573,0,81
11574,27.09,53.91
11575,78.57,2.42999999999999
11576,78.12,2.88
11577,28.53,52.47
11578,27.18,53.82
11579,46.35,34.65
11580,38.43,42.57
11581,34.29,46.71
11582,11.79,69.21
11583,12.96,68.04
11584,31.95,49.05
11585,52.02,28.98
11586,16.47,64.53
11587,8.46,72.54
11588,13.32,67.68
11589,8.91,72.09
11590,8.91,72.09
11591,24.3,56.7
11592,18.09,62.91
11593,0,81
11594,10.26,70.74
11595,2.88,78.12
11596,1.98,79.02
11597,0,81
11598,0,81
11599,9,72
11600,26.37,54.63
11619,8.55,72.45
11620,68.85,12.15
11621,61.02,19.98
11622,53.01,27.99
11623,78.39,2.61
11624,76.41,4.59
11625,53.01,27.99
11626,23.85,57.15
11627,78.3,2.69999999999999
11628,52.92,28.08
11629,61.83,19.17
11630,71.28,9.72
11631,77.31,3.69000000000001
11632,78.84,2.16000000000001
11633,78.93,2.07000000000001
11634,80.37,0.63000000000001
11635,79.65,1.34999999999999
11636,52.02,28.98
11637,59.04,21.96
11638,45.72,35.28
11639,41.04,39.96
11640,0,81
11641,26.91,54.09
11642,50.13,30.87
11643,0,81
11644,44.64,36.36
11645,64.53,16.47
11646,29.43,51.57
11647,27.63,53.37
11648,71.55,9.44999999999999
11649,54.09,26.91
11650,45.45,35.55
11651,15.39,65.61
11652,0,81
11653,32.94,48.06
11654,49.95,31.05
11655,41.4,39.6
11656,23.49,57.51
11657,41.13,39.87
11658,13.86,67.14
11659,15.03,65.97
11660,3.96,77.04
11724,51.39,29.61
11725,63.63,17.37
11726,45.27,35.73
11727,33.84,47.16
11728,52.92,28.08
11729,31.23,49.77
11730,35.46,45.54
11731,31.41,49.59
11732,33.57,47.43
11733,31.32,49.68
11734,63.18,17.82
11735,34.74,46.26
11736,49.32,31.68
11737,53.19,27.81
11738,73.08,7.92
11739,73.89,7.11
11740,47.61,33.39
11741,32.4,48.6
11742,38.52,42.48
11743,58.05,22.95
11744,68.13,12.87
11745,77.4,3.60000000000001
11746,77.4,3.59999999999999
11747,79.56,1.44
11748,79.38,1.62
11749,79.83,1.17000000000002
11750,79.74,1.25999999999999
11751,79.74,1.26000000000002
11752,80.1,0.899999999999991
11753,79.38,1.62
11754,79.56,1.44
11755,78.93,2.07000000000001
11756,79.11,1.89000000000001
11757,70.02,10.98
11758,43.65,37.35
11759,72.09,8.91000000000001
11760,71.37,9.63
11761,64.98,16.02
11762,72.18,8.82000000000001
11763,77.13,3.87
11764,79.38,1.61999999999999
11765,80.64,0.359999999999999
11766,80.55,0.449999999999989
11767,80.19,0.809999999999988
11768,80.46,0.539999999999992
11769,43.2,37.8
11770,28.89,52.11
11771,26.46,54.54
11772,21.6,59.4
11773,43.83,37.17
11774,19.17,61.83
11775,49.5,31.5
11776,56.97,24.03
11777,64.71,16.29
11778,59.76,21.24
11779,67.14,13.86
11780,12.96,68.04
11781,22.95,58.05
11782,28.08,52.92
11783,27,54
11784,80.28,0.719999999999999
11785,79.47,1.53
11786,80.37,0.629999999999995
11787,80.46,0.539999999999992
11788,80.37,0.629999999999995
11789,79.56,1.44
11790,78.12,2.87999999999998
11791,77.31,3.68999999999998
11792,76.77,4.22999999999999
11793,79.29,1.70999999999999
11794,79.83,1.17
11795,54.81,26.19
11796,0.54,80.46
12193,5.67,75.33
12194,15.03,65.97
12195,38.43,42.57
12196,69.93,11.07
12197,78.3,2.7
12198,38.52,42.48
12199,72.9,8.09999999999999
12200,38.07,42.93
12201,21.6,59.4
12202,23.22,57.78
12203,9,72
12204,9.36,71.64
12205,14.58,66.42
12206,9.54,71.46
12207,45.63,35.37
12208,36,45
12209,9.63,71.37
12210,3.33,77.67
12211,32.76,48.24
12212,51.3,29.7
12213,30.78,50.22
12214,39.51,41.49
12215,51.48,29.52
12216,45.09,35.91
12217,22.5,58.5
12218,8.73,72.27
12219,34.47,46.53
12220,26.73,54.27
12221,29.61,51.39
12222,62.82,18.18
12223,46.44,34.56
12224,30.6,50.4
12242,17.1,63.9
12243,16.11,64.89
12244,76.05,4.95
12245,69.93,11.07
12246,79.65,1.34999999999999
12247,71.55,9.45
12248,77.76,3.23999999999999
12249,61.02,19.98
12250,78.39,2.61
12251,69.39,11.61
12252,78.3,2.7
12253,69.3,11.7
12254,78.48,2.52
12255,75.06,5.94
12256,55.35,25.65
12257,75.96,5.03999999999999
12258,78.48,2.52
12259,67.14,13.86
12260,31.77,49.23
12261,50.94,30.06
12262,55.17,25.83
12263,35.1,45.9
12264,69.75,11.25
12265,61.92,19.08
12266,34.02,46.98
12267,16.56,64.44
12268,11.79,69.21
12269,50.13,30.87
12270,13.05,67.95
12271,45.45,35.55
12272,11.43,69.57
12273,49.05,31.95
12274,16.47,64.53
12275,2.34,78.66
12276,8.73,72.27
12277,59.67,21.33
12278,12.51,68.49
12279,41.58,39.42
12280,10.53,70.47
12281,15.48,65.52
12282,52.38,28.62
12283,39.96,41.04
12284,4.95,76.05
12344,17.91,63.09
12345,8.73,72.27
12346,35.73,45.27
12347,35.01,45.99
12348,44.01,36.99
12349,28.71,52.29
12350,54.63,26.37
12351,58.41,22.59
12352,44.19,36.81
12353,46.35,34.65
12354,53.91,27.09
12355,43.29,37.71
12356,70.65,10.35
12357,50.4,30.6
12358,55.26,25.74
12359,55.98,25.02
12360,31.95,49.05
12361,59.22,21.78
12362,42.3,38.7
12363,23.13,57.87
12364,66.42,14.58
12365,64.98,16.02
12366,44.64,36.36
12367,77.76,3.24000000000001
12368,74.79,6.21000000000001
12369,79.2,1.80000000000001
